30143533 1
1985032 1
53088192 1
908992 1
37608528 1
6519984 1
58428851 1
27703259 1
53408725 1
53583951 1
46514404 1
15857556 1
70157095 1
51303799 1
35662695 1
63067074 1
7538820 1
80702286 1
48780806 1
34514870 1
19707682 1
34165363 1
2324153 1
42215689 1
49363345 1
19824068 1
1887494 1
51479389 1
83829874 1
50956626 1
61076935 1
899701 1
1608362 1
57823496 1
43859635 1
1204095 1
56811542 1
53871750 1
9875811 1
26648804 1
43197569 1
60676815 1
8077623 1
64803881 1
59384356 1
43603242 1
55082582 1
49836788 1
21756891 1
21438439 1
60173105 1
40651399 1
18035798 1
43140625 1
80776866 1
57444872 1
55069597 1
20704824 1
37488559 1
34238214 1
61106763 1
15227883 1
17803593 1
57814725 1
36722528 1
32390378 1
4944892 1
43240951 1
69076979 1
54497228 1
54354555 1
64326572 1
81202773 1
59875679 1
66874491 1
57399697 1
34300046 1
52798895 1
2459745 1
83074481 1
29166222 1
15190072 1
43519260 1
9511350 1
7893110 1
25289389 1
59574725 1
43403482 1
21263582 1
54940976 1
8639631 1
67182556 1
60981421 1
46722558 1
57333684 1
62804490 1
9883030 1
1608192 1
17966378 1
70179273 1
23254953 1
8407402 1
52217610 1
43490253 1
54452677 1
53499392 1
59938733 1
6384379 1
54957716 1
44423638 1
8672524 1
43279924 1
51182841 1
4543035 1
33327477 1
9918675 1
8199088 1
52475043 1
67127960 1
20555334 1
58245462 1
61012780 1
64076974 1
61072243 1
1097079 1
62444710 1
8285625 1
83297659 1
22338003 1
26747431 1
62160940 1
36766947 1
9304920 1
40064529 1
33298105 1
51362378 1
61724256 1
24900059 1
5346777 1
1300672 1
49654377 1
16036487 1
52555958 1
46175584 1
54360567 1
4071980 1
44528746 1
26005380 1
47234183 1
22130869 1
24811315 1
44412506 1
1267365 1
33684092 1
57479353 1
29075213 1
75906791 1
5192624 1
58152983 1
27560429 1
53603884 1
68967261 1
29910024 1
83199520 1
33878607 1
69137163 1
84753275 1
48113601 1
56451235 1
6602680 1
62284404 1
71113775 1
59429401 1
65658760 1
830737 1
19973545 1
43192645 1
37033358 1
2120770 1
48019236 1
20169706 1
53933117 1
43873791 1
57267841 1
21948652 1
70226857 1
50277534 1
29562216 1
904584 1
5286831 1
44558269 1
31306517 1
44463145 1
62115540 1
31206062 1
7700931 1
9475662 1
3731912 1
55400702 1
4269778 1
71647936 1
16419109 1
6125346 1
48922023 1
44864092 1
29005142 1
1010523 1
36177363 1
38092740 1
58460545 1
48268111 1
1316306 1
75471069 1
55379745 1
59543328 1
48270754 1
7659281 1
60057018 1
42547281 1
85311916 1
83047605 1
68140552 1
1707392 1
62184425 1
35463021 1
4463280 1
56102882 1
1175408 1
43391346 1
41752867 1
2370673 1
33706210 1
980149 1
62291423 1
1138417 1
26366740 1
4095514 1
27603831 1
22589124 1
45802469 1
83226101 1
73017154 1
2873854 1
51102242 1
44902533 1
65837537 1
67522855 1
15568282 1
38014533 1
1248943 1
58027410 1
3557559 1
27983101 1
31653598 1
59891809 1
904637 1
22395864 1
55884216 1
21581909 1
1032615 1
24109414 1
51040332 1
47489037 1
60574830 1
36177311 1
5581609 1
19603545 1
48220381 1
44226227 1
67953676 1
1822247 1
43694686 1
40529706 1
48768755 1
22249502 1
77486232 1
52651077 1
77289723 1
49581653 1
46177410 1
48450254 1
3856818 1
9630799 1
15836607 1
51996163 1
44131215 1
31411926 1
1251741 1
4379331 1
78813872 1
31007374 1
2586273 1
8876744 1
77344188 1
16385235 1
2088696 1
8326017 1
1163037 1
35540138 1
6579177 1
1393150 1
84496324 1
51313684 1
77576760 1
7425451 1
23201787 1
75576267 1
8463491 1
41684075 1
50548895 1
33229866 1
62823479 1
45084085 1
36037803 1
58209119 1
7438634 1
6868850 1
9590091 1
